,TRACTCE_a,TRACTCE_b,distance
11813,025805,032011,15280.95581281001
11814,025805,032103,14412.561780047297
11815,025805,031301,29258.297390360145
11816,025805,032104,11998.618098680809
11817,025805,032207,17265.61726605165
11818,025805,031604,16663.466115335432
11819,025805,031706,11612.746262314418
11820,025805,031903,6966.986604079821
11821,025805,032321,29709.912821496702
11822,025805,032323,27816.75306770615
11830,025805,026002,4334.94312410937
11831,025805,027000,10815.390362449081
11832,025805,027600,12666.225743580126
11833,025805,028403,7011.4294888945615
11834,025805,029004,11403.28201466647
11835,025805,029901,15931.733660126813
11836,025805,030305,20648.866594083534
11837,025805,030501,14463.211693101315
11838,025805,031205,14166.511983979794
11841,025805,032704,32196.52394904177
11848,025805,032003,21174.926617568733
11849,025805,032313,25219.60230049276
11850,025805,032327,30659.829703650328
11851,025805,032319,34088.50206239661
11852,025805,030902,21379.990927522194
11853,025805,031800,7509.900267365608
11854,025805,032208,16338.559260281234
11860,025805,027200,7509.308088178318
11862,025805,026400,10827.820556461205
11863,025805,028000,9937.327002985525
11866,025805,029102,10749.470514731796
11867,025805,029601,10848.796165818476
11881,025805,031100,18222.390888927002
11885,025805,029206,5944.944119066584
11886,025805,031000,20766.29601291208
11887,025805,032002,12477.812026570682
11891,025805,032008,14461.570863879768
11892,025805,032316,22438.39907973366
11893,025805,032326,30620.168078875653
11894,025805,031605,18754.84865000686
11895,025805,032005,12427.77622113103
11896,025805,029902,15778.502964805095
11897,025805,030306,21983.833013734915
11898,025805,030404,21814.437031340905
11900,025805,031202,24065.36921436605
11901,025805,029203,8116.458582335376
11909,025805,031909,4234.412049859874
11910,028500,031705,17706.13739147242
11911,028500,032212,27579.64080916348
11912,028500,032322,35661.45083115629
11934,028500,029303,9472.227584093098
11935,028500,029502,13828.472668571043
11936,028500,030006,13742.442311562003
11937,028500,030802,19626.238108532492
11938,028500,031501,36293.93077334673
11941,028500,029204,9720.598035140367
11942,028500,029305,9190.153883178482
11943,028500,029503,11979.261434037335
11944,028500,030004,10690.36694094683
11945,028500,030202,13417.842841579179
11946,028500,030312,17174.510783389225
11947,028500,030504,16189.999919507482
11948,028500,031601,22092.375023048764
11954,028500,032213,29681.0628297262
11955,028500,032318,30617.45500288201
11956,028500,032702,57371.01020067267
11975,028500,029403,10542.805300286378
11976,028500,032203,25960.406992229957
11988,028500,031502,57125.825587457366
11990,028500,031704,17448.363527940488
11993,028500,030308,15321.844602328278
11999,028500,031400,36770.61480781949
12003,028500,028700,2649.014704626552
12004,028500,029406,12654.922379318814
12005,028500,031703,15658.101467168717
12006,028500,032211,27561.54581314642
12007,028500,032800,68660.9748625754
12008,028500,029700,11802.360835664736
12009,028500,030201,13724.418261883406
12010,028500,030311,15634.817165703049
12011,028500,030313,16125.366775674198
12012,028500,030403,19909.89951074369
12013,028500,030600,17752.909327645095
12014,028500,031302,37351.33792467337
12015,028500,031906,17255.77602969804
12016,028500,031908,13856.916770952032
12017,028500,032006,21303.363486531973
12018,028500,030003,9587.92193766475
12019,028500,032102,27571.608008530035
12020,028500,032214,28927.955933169695
12021,028500,032309,30424.85773247543
12022,028500,032317,29182.324413649334
12023,028500,032324,30922.6821754516
12024,028500,032329,34673.62106345811
12031,028500,028802,3653.5863845864396
12032,028500,028902,5405.864689204149
12033,028500,029205,7917.608621937357
12034,028500,029306,10839.223755491945
12035,028500,029407,10971.757822515077
12038,028500,032602,35245.04925285621
12043,028500,028600,1671.6490806377187
12058,028500,032010,24075.91072542323
12071,028500,031603,28834.374497316712
12072,028500,032500,47307.048553839086
12095,028500,029504,12323.295080749038
12096,028500,029602,15900.004448420164
12097,028500,029802,11744.45969210151
12098,028500,030005,12203.796643443355
12099,028500,030100,12418.002738908286
12100,028500,030304,18712.06860880057
12101,028500,028901,4718.999455244107
12102,028500,029001,6742.992214620661
12103,028500,029003,7119.818772538407
12104,028500,029101,6428.134323673714
12105,028500,029304,11816.802821237607
12106,028500,029307,12795.056269600256
12107,028500,029405,12048.223146626218
12108,028500,029408,11606.07134413861
12109,028500,030901,19081.196196250956
12110,028500,032210,29850.485158300704
12111,028500,032215,31567.77411839486
12112,028500,032307,38912.75583213507
12113,028500,032311,40629.42101944432
12114,028500,032315,35693.968349085095
12115,028500,032320,37677.286355844764
12116,028500,030309,15927.681536417786
12117,028500,030310,17316.70305427015
12120,028500,031204,21951.690935725717
12121,028500,031206,18271.307650836472
12122,028500,030314,15227.821235975149
12123,028500,030401,17162.359353566528
12124,028500,030503,14153.206435245154
12125,028500,030700,18250.3676985503
12126,028500,030801,18896.30550504709
12129,028500,029801,9816.079861709497
12131,028500,028801,3022.1969573290994
12201,028500,032328,32225.662911776795
12202,028500,032401,44077.98394605046
12203,028500,032402,40300.682558197856
12204,028500,032601,38563.76548791053
12205,028500,032325,31590.98564506444
12206,028500,032703,39077.405208993994
12207,028500,031904,20008.4974993753
12208,028500,031907,14813.84567511618
12209,028500,032007,20547.00449219807
12210,028500,032011,23532.477900805232
12211,028500,032103,23407.55240618457
12212,028500,031301,33318.755761805645
12213,028500,032104,21658.747040292266
12214,028500,032207,25109.18584025412
12215,028500,031604,24384.915561188325
12216,028500,031706,18179.886342666287
12217,028500,031903,16774.302251347734
12218,028500,032321,33872.93813382625
12219,028500,032323,32493.035545542134
12231,028500,029004,7600.094821575244
12232,028500,029901,13788.872287065135
12233,028500,030305,14483.99546492158
12234,028500,030501,14662.455405254299
12235,028500,031205,17215.11209325366
12238,028500,032704,42251.33056530595
12245,028500,032003,30998.26316612685
12246,028500,032313,30759.705529063634
12247,028500,032327,36497.1068853841
12248,028500,032319,37476.54093187868
12249,028500,030902,20910.64484189258
12250,028500,031800,15938.11880289569
12251,028500,032208,24837.398653585242
12263,028500,029102,7912.86090462992
12264,028500,029601,14484.33395394961
12278,028500,031100,20032.340494614735
12282,028500,029206,7188.098133093049
12283,028500,031000,22235.414676614728
12284,028500,032002,22279.287421534234
12288,028500,032008,22450.009192842426
12289,028500,032316,28783.97242837094
12290,028500,032326,35841.92768439837
12291,028500,031605,25488.019738105828
12292,028500,032005,20004.275038047883
12293,028500,029902,14690.731161951786
12294,028500,030306,15853.48184634692
12295,028500,030404,20017.49518306058
12297,028500,031202,28693.806756048198
12298,028500,029203,9714.425940017205
12306,028500,031909,13824.370323520037
12307,029204,031705,8178.909581555038
12308,029204,032212,24449.899765470644
12309,029204,032322,37414.96481484277
12331,029204,029303,4336.530947809641
12332,029204,029502,4148.754876435742
12333,029204,030006,10797.463529697334
12334,029204,030802,12592.079915225208
12335,029204,031501,26750.000403301514
12339,029204,029305,2694.1588128775797
12340,029204,029503,2731.6898648193205
12341,029204,030004,8502.494424196302
12342,029204,030202,11572.635696193725
12343,029204,030312,16434.219980707083
12344,029204,030504,8670.05345991489
12345,029204,031601,12409.651662442984
12351,029204,032213,26823.275459025426
12352,029204,032318,29676.624348415327
12353,029204,032702,49346.77332291489
12372,029204,029403,1820.1427191771754
12373,029204,032203,24966.229020462033
12385,029204,031502,47521.13853523354
12387,029204,031704,7829.431006307851
12390,029204,030308,14372.400074987889
12396,029204,031400,27467.008706010816
12401,029204,029406,3103.669893999762
12402,029204,031703,5937.867801707074
12403,029204,032211,24986.06368103972
12404,029204,032800,62957.35081183549
12405,029204,029700,3901.6735172273134
12406,029204,030201,12955.284783213358
12407,029204,030311,15364.181941857487
12408,029204,030313,13234.552686802412
12409,029204,030403,16374.783387768975
12410,029204,030600,10262.33423712611
12411,029204,031302,28322.505390066075
12412,029204,031906,10282.950217682159
12413,029204,031908,7710.47281380529
12414,029204,032006,11594.767199361055
12415,029204,030003,8531.244177237708
12416,029204,032102,21419.15705267586
12417,029204,032214,27015.567489961908
12418,029204,032309,32448.91833443866
12419,029204,032317,28393.19258687705
12420,029204,032324,32652.230024871755
12421,029204,032329,34609.871606420114
12430,029204,029205,3706.211276851744
12431,029204,029306,3493.354320352382
12432,029204,029407,1255.9587995297622
12435,029204,032602,29657.900714150157
12455,029204,032010,14805.851480886911
12468,029204,031603,19135.434352965178
12469,029204,032500,44776.911128589854
12492,029204,029504,2742.2736654253486
12493,029204,029602,7134.619916124833
12494,029204,029802,7352.297736216888
12495,029204,030005,9525.918155628118
12496,029204,030100,12106.40860230072
12497,029204,030304,16103.921341027639
12502,029204,029304,5568.4591822484335
12503,029204,029307,5036.84275506378
12504,029204,029405,3262.62469669725
12505,029204,029408,1954.4299806672102
12506,029204,030901,13445.781946069816
12507,029204,032210,25601.584300138173
12508,029204,032215,29221.46285008615
12509,029204,032307,40843.347944296394
12510,029204,032311,41695.98685079737
12511,029204,032315,34297.354500795336
12512,029204,032320,40171.38117768148
12513,029204,030309,14206.475646752087
12514,029204,030310,15752.110587273095
12517,029204,031204,12732.781840093365
12518,029204,031206,9991.212651742744
12519,029204,030314,12965.559169911301
12520,029204,030401,12791.566038804214
12521,029204,030503,6346.766491652387
12522,029204,030700,11356.215629961098
12523,029204,030801,12556.840759881092
12526,029204,029801,5373.22423209051
12598,029204,032328,32128.778432086703
12599,029204,032401,43648.38808065452
12600,029204,032402,39317.85376333068
12601,029204,032601,34106.93934582677
12602,029204,032325,33018.16332627054
12603,029204,032703,32717.858658573754
12604,029204,031904,13714.155673330602
12605,029204,031907,8858.141457208552
12606,029204,032007,11464.51411193222
12607,029204,032011,14092.145496008172
12608,029204,032103,20046.417123415325
12609,029204,031301,24435.01849650201
12610,029204,032104,17051.399894263304
12611,029204,032207,23379.666390730436
12612,029204,031604,14757.769493944157
12613,029204,031706,8471.452431549664
12614,029204,031903,12198.445161200898
12615,029204,032321,36080.89399798263
12616,029204,032323,34208.50736592443
12629,029204,029901,9671.544057371812
12630,029204,030305,15311.533441994927
12631,029204,030501,8076.611550325536
12632,029204,031205,8481.924310912698
12635,029204,032704,35216.97350074981
12642,029204,032003,22821.095188785144
12643,029204,032313,31612.449202951913
12644,029204,032327,37024.67649182152
12645,029204,032319,40407.76318729238
12646,029204,030902,15021.769121216334
12647,029204,031800,7164.228774683604
12648,029204,032208,22211.421213622605
12661,029204,029601,5256.72272216448
12675,029204,031100,12233.610315706168
12679,029204,029206,2549.97488108171
12680,029204,031000,14743.58915593066
12681,029204,032002,14444.35273082131
12685,029204,032008,12937.7203843511
12686,029204,032316,28787.727417897953
12687,029204,032326,37015.67100281136
12688,029204,031605,15770.817736292838
12689,029204,032005,10433.627932539906
12690,029204,029902,9398.428143164336
12691,029204,030306,16551.458708220925
12692,029204,030404,15421.691379391112
12694,029204,031202,19503.815182299408
12703,029204,031909,6995.93240168877
12704,029305,031705,8715.602449538204
12705,029305,032212,22096.206579969734
12706,029305,032322,34721.738495653764
12729,029305,029502,5938.828121234729
12730,029305,030006,13282.36697480234
12731,029305,030802,15225.757738488026
12732,029305,031501,27187.485646582096
12737,029305,029503,5212.983548779253
12738,029305,030004,10758.949384686857
12739,029305,030202,13937.120991574171
12740,029305,030312,18776.44259340732
12741,029305,030504,11303.070797362607
12742,029305,031601,13805.862266513564
12748,029305,032213,24445.33900841657
12749,029305,032318,27090.31869170847
12750,029305,032702,48574.85414547345
12769,029305,029403,1794.073068815914
12770,029305,032203,22362.74643422663
12782,029305,031502,48041.95067383623
12784,029305,031704,9524.645771737172
12787,029305,030308,16696.516096748794
12793,029305,031400,29232.13908607227
12798,029305,029406,4019.2769642566554
12799,029305,031703,7256.204109912537
12800,029305,032211,22553.54751437483
12801,029305,032800,61323.85785646936
12802,029305,029700,6592.545624410103
12803,029305,030201,15209.17539863938
12804,029305,030311,17614.455897411364
12805,029305,030313,15773.391922177912
12806,029305,030403,19007.873700699787
12807,029305,030600,12873.041086224463
12808,029305,031302,30269.202030676643
12809,029305,031906,8733.016552847363
12810,029305,031908,5679.916041091163
12811,029305,032006,12581.842027036937
12812,029305,030003,10573.752533335928
12813,029305,032102,19759.26556690318
12814,029305,032214,24512.70095263829
12815,029305,032309,29755.521914683526
12816,029305,032317,25789.518434447273
12817,029305,032324,29958.177187240417
12818,029305,032329,31975.14051848771
12828,029305,029306,1705.0934320599788
12829,029305,029407,3235.349071184061
12832,029305,032602,27889.704719492805
12852,029305,032010,14899.420401380925
12865,029305,031603,19984.347545195076
12866,029305,032500,42427.03832652226
12889,029305,029504,4927.701123811151
12890,029305,029602,9536.631866058524
12891,029305,029802,9881.113265115077
12892,029305,030005,11924.438187117163
12893,029305,030100,14251.640075975232
12894,029305,030304,18659.07899450182
12900,029305,029307,3705.9763745036707
12901,029305,029405,2948.121371461121
12902,029305,029408,3398.3293268999296
12903,029305,030901,16139.822755832885
12904,029305,032210,23467.790857342246
12905,029305,032215,26785.49050104648
12906,029305,032307,38149.66404542689
12907,029305,032311,39019.1001069381
12908,029305,032315,31771.38943425924
12909,029305,032320,37479.79033962785
12910,029305,030309,16630.561184221922
12911,029305,030310,18188.22604983682
12914,029305,031204,14725.547967988543
12915,029305,031206,12458.052546718687
12916,029305,030314,15427.574179443392
12917,029305,030401,15445.888268648825
12918,029305,030503,8993.722782714382
12919,029305,030700,14013.89180501688
12920,029305,030801,15238.1196527104
12923,029305,029801,7749.835805953167
12995,029305,032328,29490.09483550518
12996,029305,032401,41057.67978017799
12997,029305,032402,36765.876077598856
12998,029305,032601,32074.32605549977
12999,029305,032325,30326.504968264067
13000,029305,032703,31209.420331472134
13001,029305,031904,11980.455528112125
13002,029305,031907,6826.180293909335
13003,029305,032007,11358.19599719032
13004,029305,032011,14410.468742595596
13005,029305,032103,17685.28931630737
13006,029305,031301,26483.833562821987
13007,029305,032104,14892.070487086292
13008,029305,032207,20832.94845449327
13009,029305,031604,15412.419684970102
13010,029305,031706,9533.892020063638
13011,029305,031903,9914.907897374833
13012,029305,032321,33387.749693601356
13013,029305,032323,31514.76435037516
13026,029305,029901,12254.753365712204
13027,029305,030305,17383.018584951875
13028,029305,030501,10770.223345452068
13029,029305,031205,10846.843059269197
13032,029305,032704,33967.758751761256
13039,029305,032003,22065.625425091435
13040,029305,032313,28931.218355251374
13041,029305,032327,34363.20343714519
13042,029305,032319,37724.526973039865
13043,029305,030902,17709.294847453817
13044,029305,031800,6748.431276921462
13045,029305,032208,19762.25433209901
13058,029305,029601,7526.7272313516305
13072,029305,031100,14764.945767859781
13077,029305,031000,17295.895751386255
13078,029305,032002,13426.438754061794
13082,029305,032008,13378.21493813023
13083,029305,032316,26134.576166956795
13084,029305,032326,34331.654353491176
13085,029305,031605,16932.437653508554
13086,029305,032005,11013.228235296687
13087,029305,029902,12067.517742553675
13088,029305,030306,18679.06833677851
13089,029305,030404,18102.89996186293
13091,029305,031202,21416.315723894364
13100,029305,031909,5219.061315152602
13101,029503,031705,7000.732415859617
13102,029503,032212,25933.745996975726
13103,029503,032322,39717.594634370435
13127,029503,030006,9612.516549807831
13128,029503,030802,10045.00370104903
13129,029503,031501,25132.063552502044
13135,029503,030004,7991.556275477534
13136,029503,030202,10656.88932500334
13137,029503,030312,15436.182299878687
13138,029503,030504,6134.946771326725
13139,029503,031601,10189.119274019558
13145,029503,032213,28332.5418317779
13146,029503,032318,31578.891660987938
13147,029503,032702,48755.61456174303
13167,029503,032203,26926.178389093657
13179,029503,031502,45747.12917313691
13181,029503,031704,5509.1988262939585
13184,029503,030308,13457.275968957227
13190,029503,031400,24899.220629495674
13196,029503,031703,4198.291393649911
13197,029503,032211,26598.86948295641
13198,029503,032800,63305.88838753858
13199,029503,029700,1989.1051850623753
13200,029503,030201,12224.075345125606
13201,029503,030311,14573.693335252321
13202,029503,030313,11820.746329765418
13203,029503,030403,14586.536315796344
13204,029503,030600,7676.230707882138
13205,029503,031302,25672.760934835973
13206,029503,031906,11058.866709057376
13207,029503,031908,9160.64725990467
13208,029503,032006,9752.32146216646
13209,029503,030003,8423.179656957616
13210,029503,032102,21999.80443725713
13211,029503,032214,28748.061801066964
13212,029503,032309,34821.15520215629
13213,029503,032317,30342.179075800057
13214,029503,032324,34982.31005895126
13215,029503,032329,36630.73742511195
13229,029503,032602,30289.210196723994
13249,029503,032010,13692.16465825798
13262,029503,031603,17246.42904774763
13263,029503,032500,46177.892088401895
13286,029503,029504,845.3339109683784
13287,029503,029602,4403.286032275437
13288,029503,029802,6237.357316049592
13289,029503,030005,8625.713197478006
13290,029503,030100,11611.921363635758
13291,029503,030304,14588.28443085561
13300,029503,030901,11211.410891761498
13301,029503,032210,26747.16951223346
13302,029503,032215,30819.489955974703
13303,029503,032307,43153.94549630346
13304,029503,032311,43867.25880409737
13305,029503,032315,36052.04948823083
13306,029503,032320,42563.753907981474
13307,029503,030309,13072.810243929318
13308,029503,030310,14557.409163783335
13311,029503,031204,10104.251221257644
13312,029503,031206,7277.21591203824
13313,029503,030314,11769.98401672159
13314,029503,030401,10955.442530260601
13315,029503,030503,3877.6809009117633
13316,029503,030700,8875.980294625067
13317,029503,030801,10173.099166806705
13320,029503,029801,4960.880833244971
13392,029503,032328,34166.46860304437
13393,029503,032401,45533.66978184697
13394,029503,032402,41117.83388822944
13395,029503,032601,35059.86712545664
13396,029503,032325,35301.54371368936
13397,029503,032703,33012.611979601694
13398,029503,031904,14543.374471915795
13399,029503,031907,10233.641712916819
13400,029503,032007,10688.19283932618
13401,029503,032011,12785.6601412402
13402,029503,032103,21577.595211110383
13403,029503,031301,21752.831524177203
13404,029503,032104,18327.70947358139
13405,029503,032207,25217.772413919574
13406,029503,031604,13118.656693080735
13407,029503,031706,6724.96835504033
13408,029503,031903,13742.543145553112
13409,029503,032321,38455.20854977731
13410,029503,032323,36525.625819429435
13423,029503,029901,8223.894994943774
13424,029503,030305,14844.487733667347
13425,029503,030501,5900.852448793276
13426,029503,031205,5750.395186826071
13429,029503,032704,35197.99151025719
13436,029503,032003,22382.371325594275
13437,029503,032313,33818.481075026706
13438,029503,032327,39133.00063212864
13439,029503,032319,42855.1761913616
13440,029503,030902,12670.600276262412
13441,029503,031800,7095.429589239121
13442,029503,032208,23870.988390387574
13455,029503,029601,2574.5002516074164
13469,029503,031100,9556.533618208206
13474,029503,031000,12083.986370869989
13475,029503,032002,14466.36442776681
13479,029503,032008,11555.542033462238
13480,029503,032316,30879.71679116232
13481,029503,032326,39231.91144806661
13482,029503,031605,13674.93011291781
13483,029503,032005,9035.171280937182
13484,029503,029902,7555.449283412012
13485,029503,030306,15959.513012781124
13486,029503,030404,13385.285567954274
13488,029503,031202,16884.24256748086
13497,029503,031909,8259.249551835854
13498,030004,031705,14826.800666146064
13499,030004,032212,32851.55098467543
13500,030004,032322,44549.67380142989
13524,030004,030006,3094.9277190801586
13525,030004,030802,9830.45666096928
13526,030004,031501,32000.997767222758
13533,030004,030202,3246.5825451039564
13534,030004,030312,8025.559646393111
13535,030004,030504,7500.2430605323725
13536,030004,031601,16410.672860661023
13542,030004,032213,35203.97617290464
13543,030004,032318,37682.89376584928
13544,030004,032702,56591.828875054554
13564,030004,032203,32929.371912430346
13576,030004,031502,52085.095962676074
13578,030004,031704,12155.307318785786
13581,030004,030308,5942.2385346437495
13587,030004,031400,28603.660073723033
13593,030004,031703,11872.765984163598
13594,030004,032211,33307.736134470215
13595,030004,032800,71240.04241421311
13597,030004,030201,4460.584245583948
13598,030004,030311,6870.707209103043
13599,030004,030313,5614.462299040031
13600,030004,030403,9341.554124053218
13601,030004,030600,8639.76148562522
13602,030004,031302,28616.809930769243
13603,030004,031906,18704.597564222895
13604,030004,031908,16204.05539634555
13605,030004,032006,16786.809674905802
13607,030004,032102,29803.876996641222
13608,030004,032214,35229.188204653925
13609,030004,032309,39413.91921493558
13610,030004,032317,36343.56695862903
13611,030004,032324,39750.66910944026
13612,030004,032329,42404.71396959659
13626,030004,032602,38075.39051864294
13646,030004,032010,21370.9859317818
13659,030004,031603,23805.936613054477
13660,030004,032500,53184.117485077535
13686,030004,030005,1526.3153785094037
13687,030004,030100,3646.437053078656
13688,030004,030304,8423.440058731992
13697,030004,030901,8593.21458507284
13698,030004,032210,34100.00696005143
13699,030004,032215,37537.29352052012
13700,030004,032307,47926.57457249854
13701,030004,032311,49145.85328012805
13702,030004,032315,42456.216480054674
13703,030004,032320,46986.42923836594
13704,030004,030309,5995.56166329028
13705,030004,030310,7552.248155317328
13708,030004,031204,14555.839255015124
13709,030004,031206,9939.520493141534
13710,030004,030314,4935.633514813797
13711,030004,030401,6481.084186269706
13712,030004,030503,6638.814344732965
13713,030004,030700,8530.06563902378
13714,030004,030801,8734.10442085336
13789,030004,032328,39911.14020105739
13790,030004,032401,51613.24808016661
13791,030004,032402,47407.968368802576
13792,030004,032601,42606.36003536876
13793,030004,032325,40249.4028917901
13794,030004,032703,40952.12486074297
13795,030004,031904,22169.321765865297
13796,030004,031907,17355.250834136088
13797,030004,032007,18597.61280967224
13798,030004,032011,20326.40947694274
13799,030004,032103,28440.70807759149
13800,030004,031301,24481.26028448345
13801,030004,032104,25540.993937654606
13802,030004,032207,31509.25061070824
13803,030004,031604,20268.324983483315
13804,030004,031706,14131.274175544399
13805,030004,031903,20635.313355126942
13806,030004,032321,42998.65359589194
13807,030004,032323,41329.81366742981
13821,030004,030305,6883.63275020197
13822,030004,030501,5565.822549193621
13823,030004,031205,9803.608422099593
13826,030004,032704,43189.23836298918
13833,030004,032003,30329.084693035165
13834,030004,032313,39056.59219931547
13835,030004,032327,44640.549736608365
13836,030004,032319,47004.522787071954
13837,030004,030902,10420.582540883104
13838,030004,031800,15047.019596421505
13839,030004,032208,30513.11103503053
13866,030004,031100,10841.45686548055
13871,030004,031000,12533.69740680612
13872,030004,032002,22441.22915107732
13876,030004,032008,19063.79277130896
13877,030004,032316,36499.477541666
13878,030004,032326,44388.45188896191
13879,030004,031605,19939.719521442796
13880,030004,032005,16628.83787310566
13882,030004,030306,8070.176574736511
13883,030004,030404,9327.563277011132
13885,030004,031202,20626.756154435065
13894,030004,031909,15496.078798982113
13895,030202,031705,17134.039725593193
13896,030202,032212,36001.93838519545
13897,030202,032322,47769.77198216424
13922,030202,030802,9311.715392385973
13923,030202,031501,33360.67972311942
13931,030202,030312,4861.750500343147
13932,030202,030504,8300.604971292978
13933,030202,031601,17783.72441686708
13939,030202,032213,38364.68446966578
13940,030202,032318,40918.567851291096
13941,030202,032702,58668.381494335204
13961,030202,032203,36166.77508261608
13973,030202,031502,52977.39534675509
13975,030202,031704,13972.784590468045
13978,030202,030308,2815.212573343567
13984,030202,031400,28446.885590053374
13990,030202,031703,14164.032521402376
13991,030202,032211,36489.27436134407
13992,030202,032800,73937.84306288668
13995,030202,030311,3923.4982097652146
13996,030202,030313,2770.2900013087788
13997,030202,030403,6531.70584491795
13998,030202,030600,8916.986689677204
13999,030202,031302,28137.63774921455
14000,030202,031906,21622.386071110483
14001,030202,031908,19279.391280390115
14002,030202,032006,18536.018379051508
14004,030202,032102,32646.99447005387
14005,030202,032214,38437.603552820576
14006,030202,032309,42623.415530267026
14007,030202,032317,39582.80559448781
14008,030202,032324,42970.90740691889
14009,030202,032329,45650.70866429231
14023,030202,032602,40934.6018664764
14043,030202,032010,23436.157119014242
14056,030202,031603,25108.237421724374
14057,030202,032500,56334.641292293665
14085,030202,030304,5322.885622909464
14094,030202,030901,7183.5292932338
14095,030202,032210,37154.27104090075
14096,030202,032215,40722.057472631364
14097,030202,032307,51140.546545312376
14098,030202,032311,52384.77750734583
14099,030202,032315,45676.1777446654
14100,030202,032320,50174.74331566479
14101,030202,030309,2750.3232644337354
14102,030202,030310,4305.669056609394
14105,030202,031204,15309.778331594138
14106,030202,031206,10599.374823476413
14107,030202,030314,1811.502445133858
14108,030202,030401,4566.965016457355
14109,030202,030503,8332.858993366079
14110,030202,030700,8254.424326874778
14111,030202,030801,7884.54837925838
14186,030202,032328,43157.167048444135
14187,030202,032401,54854.14003668192
14188,030202,032402,50637.911951361166
14189,030202,032601,45599.09094310813
14190,030202,032325,43478.795501927765
14191,030202,032703,43647.46397522624
14192,030202,031904,25105.046340870704
14193,030202,031907,20422.725910524547
14194,030202,032007,20938.837465601693
14195,030202,032011,22297.600987938662
14196,030202,032103,31593.162245695185
14197,030202,031301,24020.24622729868
14198,030202,032104,28618.782686130995
14199,030202,032207,34729.537924951066
14200,030202,031604,21983.4761994581
14201,030202,031706,16179.155923617987
14202,030202,031903,23761.96026449068
14203,030202,032321,46200.73512941667
14204,030202,032323,44550.7620848546
14218,030202,030305,4549.895431933185
14219,030202,030501,6513.400027305482
14220,030202,031205,11003.161316181973
14223,030202,032704,45705.16133053033
14230,030202,032003,32659.954596768202
14231,030202,032313,42297.719116184126
14232,030202,032327,47885.95662351072
14233,030202,032319,50167.616316906555
14234,030202,030902,8860.364935887956
14235,030202,031800,17745.7964235464
14236,030202,032208,33699.23093745188
14263,030202,031100,10781.68661604647
14268,030202,031000,11878.433575640776
14269,030202,032002,25078.588959425175
14273,030202,032008,21035.210186792043
14274,030202,032316,39746.00954949073
14275,030202,032326,47624.62879507547
14276,030202,031605,21192.213906896723
14277,030202,032005,18713.885382845652
14279,030202,030306,5424.690850076397
14280,030202,030404,7060.9812772644955
14282,030202,031202,20728.257797228074
14291,030202,031909,18524.965332588043
14292,030312,031705,21665.20785285764
14293,030312,032212,40856.23114885895
14294,030312,032322,52255.04243881024
14319,030312,030802,11716.452562604663
14320,030312,031501,36906.39751484391
14329,030312,030504,12114.358283087171
14330,030312,031601,21575.566008368896
14336,030312,032213,43215.478930646306
14337,030312,032318,45681.80098084807
14338,030312,032702,62832.31316811264
14358,030312,032203,40924.96367690835
14370,030312,031502,55866.54584210625
14372,030312,031704,18225.0355149943
14381,030312,031400,30244.822314252273
14387,030312,031703,18722.63456235657
14388,030312,032211,41329.38760415397
14389,030312,032800,78614.43950097621
14393,030312,030313,4176.3786512222105
14394,030312,030403,5323.644284200997
14395,030312,030600,12218.75900663532
14396,030312,031302,29493.824382611405
14397,030312,031906,26451.690112409025
14398,030312,031908,24141.067804172297
14399,030312,032006,22636.402593265015
14401,030312,032102,37434.59006347387
14402,030312,032214,43254.02714245542
14403,030312,032309,47072.62023755639
14404,030312,032317,44332.89527623142
14405,030312,032324,47461.371622392915
14406,030312,032329,50348.8005310924
14420,030312,032602,45724.161119706914
14440,030312,032010,27730.118765854102
14453,030312,031603,28689.448745286445
14454,030312,032500,61189.59838799768
14491,030312,030901,8827.166649065519
14492,030312,032210,42012.77210733636
14493,030312,032215,45560.17611829778
14494,030312,032307,55598.14566464244
14495,030312,032311,56963.06679257189
14496,030312,032315,50475.74287118062
14497,030312,032320,54542.67422367543
14502,030312,031204,18596.69820868886
14503,030312,031206,14082.582440599495
14504,030312,030314,3749.0682095612156
14505,030312,030401,6419.95270450725
14506,030312,030503,12728.220865622132
14507,030312,030700,11100.011241295859
14508,030312,030801,10133.11436014241
14583,030312,032328,47855.501893560555
14584,030312,032401,59593.56538706134
14585,030312,032402,55416.457354604245
14586,030312,032601,50442.20620348781
14587,030312,032325,48009.47401011743
14588,030312,032703,48340.557064702145
14589,030312,031904,29937.103783227136
14590,030312,031907,25284.05169344868
14591,030312,032007,25458.42332820428
14592,030312,032011,26526.991019852692
14593,030312,032103,36446.51948292105
14594,030312,031301,25508.408198031953
14595,030312,032104,33480.15999261181
14596,030312,032207,39529.30681478247
14597,030312,031604,26000.009876975546
14598,030312,031706,20548.87711381999
14599,030312,031903,28620.75145515176
14600,030312,032321,50619.250093445546
14601,030312,032323,49042.572960511265
14616,030312,030501,10637.773908940597
14617,030312,031205,14910.970913835852
14620,030312,032704,50269.468473960515
14627,030312,032003,37111.33623894949
14628,030312,032313,46897.9194960583
14629,030312,032327,52526.09902370245
14630,030312,032319,54458.5334392972
14631,030312,030902,9870.947439676158
14632,030312,031800,22493.729205527594
14633,030312,032208,38536.17410036519
14660,030312,031100,13529.581718554515
14665,030312,031000,13786.38511912255
14666,030312,032002,29767.565092994297
14670,030312,032008,25279.129805335742
14671,030312,032316,44430.75963461111
